row,gender,Insurer,risk,with name?,state,coverage,duration,Compensation,Medical fee per incident,Medical fee in period,Franchise percentage,Minimum franchise,previous period,History of damage?,Bachelor's calculation?,Total premium?,Risk percentage,churn
486,male,person,moderate risk,no,Isfahan,short term,90,4560000000,10000000,30000000,5,250000,no,no,no,3307094,0,no
487,male,person,moderate risk,no,Semnan,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,3226428,0,no
488,male,person,moderate risk,yes,Kerman,annually,365,1520000000,100000000,200000000,5,250000,yes,no,no,2308044,0,no
489,female,company,low risk,no,Tehran,annually,365,7600000000,40000000,200000000,5,250000,yes,no,no,56612056,0,yes
490,female,person,low risk,yes,Isfahan,annually,365,6080000000,20000000,80000000,5,250000,yes,no,no,2871116,0,yes
491,male,person,low risk,no,Khuzestan,annually,365,3040000000,40000000,80000000,0,0,no,no,no,4070612,0,no
492,male,company,moderate risk,no,Hamedan,annually,365,4560000000,20000000,60000000,0,0,no,no,no,2472344,0,no
493,female,company,low risk,no,Markazi,daily,127,3040000000,30000000,60000000,10,500000,no,no,no,6989322,0,no
494,male,person,moderate risk,no,Tehran,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,2028522,0,yes
495,male,person,risky,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2707240,0,yes
496,male,person,low risk,yes,Khuzestan,annually,365,1520000000,30000000,30000000,0,0,no,no,no,1277936,0,no
497,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,5986350,0,no
498,male,person,low risk,no,Qom,annually,365,1520000000,40000000,40000000,5,250000,no,no,no,2595516,0,no
499,male,person,moderate risk,no,Gilan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,3064566,0,no
500,male,company,risky,no,Zanjan,annually,365,3040000000,100000000,300000000,5,250000,no,no,no,16800894,0,no
501,male,person,risky,no,Semnan,short term,29,1520000000,30000000,30000000,5,250000,no,no,no,2785044,0,no
502,male,person,moderate risk,yes,Isfahan,annually,365,3040000000,40000000,80000000,5,250000,yes,no,no,3150002,0,yes
503,male,person,risky,no,Tehran,annually,365,3040000000,50000000,100000000,10,1000000,no,no,no,4468642,0,no
504,male,person,risky,yes,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2592018,0,yes
505,male,company,low risk,no,Khuzestan,daily,212,7600000000,30000000,150000000,5,250000,no,no,no,50246862,0,no
506,male,person,low risk,no,Isfahan,annually,365,1520000000,10000000,20000000,5,250000,no,no,no,1919236,0,no
507,male,company,low risk,no,Hormozgan,short term,364,3040000000,5000000,10000000,5,250000,no,no,no,2343660,0,no
508,male,company,moderate risk,no,Khuzestan,daily,56,1520000000,10000000,20000000,0,0,no,no,no,2137914,0,no
509,male,person,risky,yes,Isfahan,annually,365,3040000000,15000000,30000000,5,250000,yes,no,no,8955410,0,yes
510,male,company,moderate risk,no,Tehran,annually,365,3040000000,20000000,40000000,0,0,yes,no,no,9320368,0,yes
511,male,person,risky,no,Khuzestan,daily,29,7600000000,30000000,150000000,5,250000,yes,no,no,2440332,0,yes
512,male,person,risky,no,Isfahan,annually,365,4560000000,50000000,150000000,5,250000,no,no,no,3755898,0,no
513,male,person,low risk,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,1956230,0,no
514,male,person,risky,no,Isfahan,annually,365,4560000000,20000000,60000000,5,250000,yes,no,no,11179608,0,yes
515,male,person,risky,no,Isfahan,annually,365,4560000000,20000000,60000000,5,250000,yes,no,no,16710158,0,yes
516,male,person,low risk,no,Kordestan,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,3730564,0,yes
517,male,person,moderate risk,no,Isfahan,annually,365,12160000000,50000000,400000000,5,250000,no,no,no,9344854,0,no
518,female,company,low risk,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,3698446,0,yes
519,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,10000994,0,yes
520,male,person,moderate risk,no,Khuzestan,daily,29,1520000000,30000000,30000000,5,250000,no,no,no,1060000,0,no
521,male,person,risky,no,Isfahan,annually,365,4560000000,30000000,90000000,5,250000,yes,no,no,25224502,0,yes
522,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,10370086,0,yes
523,male,person,moderate risk,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,no,no,no,8948944,0,no
524,male,person,moderate risk,no,Kermanshah,annually,365,3040000000,50000000,100000000,5,250000,yes,no,no,6784000,0,no
525,male,company,risky,no,Ardabil,short term,29,1520000000,20000000,20000000,5,250000,no,no,no,1060000,0,no
526,male,person,moderate risk,no,Razavi Khorasan,daily,184,3040000000,20000000,40000000,5,250000,no,no,no,14772054,0,no
527,male,person,risky,no,Khuzestan,daily,184,1520000000,20000000,20000000,5,250000,no,no,no,1711688,0,no
528,male,person,low risk,no,Isfahan,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,1630068,0,no
529,male,person,moderate risk,no,Hormozgan,annually,365,6080000000,5000000,20000000,5,250000,yes,no,no,10229636,0,yes
530,male,person,risky,no,Isfahan,annually,365,7600000000,30000000,150000000,5,250000,no,no,no,7428692,0,no
531,male,person,risky,no,Alborz,short term,29,1520000000,20000000,20000000,5,250000,no,no,no,1060000,0,no
532,male,person,moderate risk,yes,Fars,annually,365,4560000000,50000000,150000000,5,250000,yes,no,no,5227496,0,yes
533,male,company,risky,yes,Isfahan,annually,365,4560000000,50000000,100000000,5,250000,yes,no,no,8511588,0,no
534,female,company,low risk,no,Qom,annually,365,7600000000,30000000,150000000,5,50000,no,no,no,7070730,0,no
535,male,company,risky,no,Khuzestan,daily,183,6000000000,50000000,150000000,5,250000,no,no,no,27727056,0,no
536,male,company,risky,yes,Khuzestan,daily,90,20000000000,30000000,300000000,5,250000,no,no,no,13303440,0,no
537,male,person,moderate risk,no,Isfahan,annually,365,4560000000,20000000,60000000,5,250000,no,no,no,3883896,0,no
538,male,person,low risk,yes,Tehran,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,2534566,0,no
539,male,person,low risk,no,Razavi Khorasan,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,1322244,0,no
540,male,company,moderate risk,no,Khuzestan,daily,66,1520000000,30000000,30000000,5,250000,no,no,no,1060000,0,no
541,male,person,moderate risk,no,Isfahan,annually,365,4560000000,20000000,60000000,10,500000,no,no,no,4713078,0,no
542,male,person,low risk,no,Isfahan,annually,365,4560000000,20000000,60000000,5,250000,no,no,no,4732052,0,no
543,male,person,moderate risk,no,Isfahan,annually,365,1520000000,100000000,200000000,5,250000,no,no,no,6264812,0,no
544,male,company,low risk,no,Semnan,annually,365,4560000000,30000000,120000000,5,250000,yes,yes,no,38540964,4,yes
545,male,person,low risk,no,Yazd,annually,365,3040000000,10000000,20000000,10,500000,yes,no,no,3947334,0,no
546,female,company,low risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2611840,0,no
547,male,company,moderate risk,no,Tehran,annually,365,3040000000,100000000,200000000,10,10000000,no,no,no,20817552,0,no
548,male,person,low risk,no,Alborz,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,2553752,0,no
549,male,person,moderate risk,no,Qom,annually,365,6080000000,50000000,200000000,5,250000,no,no,no,8562256,0,no
550,female,company,moderate risk,no,Hormozgan,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,7564902,0,no
551,male,person,low risk,no,Mazandaran,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,3395392,0,no
552,female,company,low risk,no,Razavi Khorasan,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,2736178,44,yes
553,male,person,low risk,no,Tehran,annually,365,4560000000,50000000,150000000,5,250000,yes,no,no,5267988,0,yes
554,male,person,low risk,no,Tehran,annually,365,4560000000,20000000,60000000,5,250000,no,no,no,5612382,10,no
555,male,person,moderate risk,no,Qom,annually,365,4560000000,100000000,500000000,5,250000,no,no,no,4766820,0,no
556,female,company,low risk,no,Tehran,annually,365,3040000000,94500000,945000000,5,250000,yes,no,no,41476952,0,yes
557,male,company,risky,yes,Isfahan,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,36703242,0,no
558,male,person,moderate risk,no,Mazandaran,annually,365,3040000000,50000000,100000000,5,250000,no,no,no,5058850,0,no
559,male,person,moderate risk,no,East Azarbaijan,annually,365,4000000000,20000000,40000000,10,250000,no,no,no,11224656,0,no
560,male,person,risky,no,Tehran,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,4645238,0,yes
561,male,person,low risk,no,Qom,annually,365,1520000000,50000000,50000000,5,250000,yes,no,no,1461422,0,yes
562,male,person,low risk,no,Qom,annually,365,3040000000,50000000,100000000,5,250000,yes,no,no,1761190,0,yes
563,male,person,low risk,no,Qom,annually,365,3040000000,50000000,100000000,5,250000,yes,no,no,1761190,0,yes
564,male,person,moderate risk,no,South Khorasan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,4693680,0,yes
565,male,company,low risk,no,Tehran,annually,365,4560000000,50000000,150000000,0,0,no,no,no,19394714,0,no
566,male,company,moderate risk,yes,Chaharmahal and Bakhtiari,annually,365,4560000000,50000000,150000000,0,0,no,no,no,34495898,0,no
567,male,person,moderate risk,no,Razavi Khorasan,daily,91,3040000000,10000000,20000000,5,250000,yes,no,no,2488880,0,yes
568,male,company,risky,no,Gilan,daily,29,1520000000,20000000,60000000,5,250000,no,no,no,1060000,0,no
569,male,person,moderate risk,no,Qom,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,3185194,0,no
570,male,person,low risk,no,East Azarbaijan,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,3890412,0,no
571,male,person,moderate risk,no,Bushehr,short term,59,3040000000,20000000,60000000,5,250000,no,no,no,4394866,0,no
572,female,company,moderate risk,no,East Azarbaijan,annually,365,3040000000,20000000,40000000,5,250000,yes,yes,no,58178736,0,yes
573,female,company,low risk,no,East Azarbaijan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,3501604,0,no
574,male,person,risky,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,yes,no,no,9269382,0,yes
575,male,person,risky,no,Ilam,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,2658904,0,no
576,male,person,risky,no,Ilam,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,2658904,0,no
577,male,person,moderate risk,no,Kerman,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,3348858,0,yes
578,male,person,low risk,yes,Hormozgan,annually,365,6080000000,5000000,20000000,5,250000,yes,no,no,3110040,0,yes
579,female,company,low risk,yes,Khuzestan,annually,365,3040000000,20000000,60000000,0,0,no,no,no,15753614,0,no
580,male,person,moderate risk,no,Khuzestan,daily,29,1520000000,20000000,20000000,5,250000,no,no,no,1351818,0,no
581,male,person,low risk,no,East Azarbaijan,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,1060000,0,no
582,male,person,risky,no,Khuzestan,daily,29,1520000000,20000000,20000000,10,500000,no,no,no,1060000,0,no
583,male,person,low risk,no,Semnan,daily,29,1520000000,100000000,100000000,5,250000,no,no,no,1060000,0,no
584,male,person,low risk,no,Isfahan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,4430058,0,no
585,male,person,low risk,no,East Azarbaijan,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,5540832,0,no
586,male,person,low risk,no,Razavi Khorasan,annually,365,4560000000,30000000,90000000,5,250000,yes,no,no,4228446,25,yes
587,male,person,moderate risk,no,East Azarbaijan,annually,365,1520000000,20000000,20000000,5,250000,no,no,no,1352560,0,no
588,male,company,moderate risk,no,Semnan,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,9087168,0,yes
589,male,person,low risk,no,Isfahan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,3512946,0,no
590,male,company,moderate risk,no,Kordestan,annually,365,7600000000,20000000,100000000,5,250000,no,no,no,2671730,0,no
591,female,person,low risk,no,Isfahan,short term,364,4560000000,20000000,60000000,5,250000,no,no,no,1060742,0,no
592,male,person,moderate risk,yes,Razavi Khorasan,daily,184,3040000000,10000000,20000000,5,250000,yes,no,no,1261930,0,yes
593,female,company,moderate risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,2908958,0,no
594,male,person,moderate risk,no,Isfahan,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,3492382,0,yes
595,male,person,moderate risk,no,Hormozgan,annually,365,4560000000,5000000,15000000,5,250000,no,no,no,6510202,0,no
596,male,person,low risk,no,Mazandaran,short term,29,3040000000,20000000,40000000,5,250000,no,no,no,2334756,0,no
597,male,person,moderate risk,no,Qom,annually,365,1520000000,10000000,20000000,5,250000,yes,no,no,2039546,0,yes
598,male,company,moderate risk,no,Tehran,daily,43,3040000000,30000000,60000000,5,250000,yes,no,no,1080000,0,yes
599,male,company,risky,yes,Semnan,annually,365,4560000000,30000000,90000000,5,250000,yes,no,no,8765034,0,yes
600,male,person,risky,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,2696652,0,no
601,male,person,low risk,no,Hamedan,annually,365,4560000000,20000000,60000000,5,250000,no,no,no,4684882,0,no
602,male,person,moderate risk,no,Isfahan,annually,365,7600000000,50000000,150000000,5,250000,no,no,no,11781582,0,no
603,male,company,low risk,no,Lorestan,annually,365,3040000000,20000000,40000000,10,2000000,no,no,no,4012206,0,no
604,male,person,moderate risk,no,Ardabil,annually,365,7600000000,40000000,200000000,5,250000,yes,no,no,11495594,0,yes
605,male,person,low risk,no,Khuzestan,annually,365,3040000000,40000000,80000000,5,250000,no,no,no,3472242,0,no
606,male,company,low risk,no,Tehran,annually,365,1520000000,40000000,40000000,5,250000,no,no,no,1317474,0,no
607,male,person,moderate risk,no,Chaharmahal and Bakhtiari,annually,365,1520000000,10000000,10000000,0,0,no,no,no,2426552,0,no
608,male,company,low risk,no,Semnan,annually,365,3040000000,30000000,120000000,5,250000,yes,no,no,9504278,2,yes
609,male,person,risky,no,Mazandaran,short term,30,1520000000,10000000,10000000,5,250000,no,no,no,1223452,0,no
610,female,company,low risk,no,Razavi Khorasan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2325746,0,yes
611,male,person,risky,no,Razavi Khorasan,annually,365,1520000000,5000000,5000000,5,250000,no,no,no,3120110,0,no
612,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,15697328,0,yes
613,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,17144546,0,yes
614,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,yes,no,no,24956322,0,yes
615,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,no,no,no,14194036,0,no
616,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,no,no,no,13435182,0,no
617,male,person,risky,no,Khuzestan,annually,365,2000000000,20000000,40000000,5,250000,yes,no,no,15121188,0,yes
618,male,person,risky,no,Hormozgan,annually,365,4560000000,20000000,60000000,5,250000,yes,no,no,6588642,0,yes
619,female,person,moderate risk,no,Isfahan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,4380768,0,yes
620,male,person,low risk,no,Semnan,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,2271792,0,yes
621,male,person,low risk,no,Semnan,annually,365,1520000000,30000000,30000000,5,250000,no,no,no,2774020,0,no
622,male,person,risky,no,Isfahan,annually,365,4560000000,10000000,30000000,5,250000,no,no,no,14502602,0,no
623,male,person,moderate risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,8501836,0,no
624,male,person,moderate risk,no,Hamedan,annually,365,7600000000,30000000,150000000,5,250000,yes,no,no,9133702,0,no
625,female,company,low risk,no,Qom,annually,365,4560000000,40000000,200000000,5,500000,yes,no,yes,8500000,0,yes
626,male,person,low risk,no,East Azarbaijan,annually,365,4560000000,30000000,90000000,5,250000,no,no,no,4896352,0,no
627,male,person,moderate risk,no,Tehran,annually,365,4560000000,100000000,400000000,5,250000,no,no,no,7394878,0,no
628,male,person,moderate risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,11459448,0,no
629,male,person,risky,no,Tehran,daily,93,4560000000,50000000,150000000,5,250000,no,no,no,3437262,0,no
630,male,person,low risk,no,Tehran,annually,365,1520000000,50000000,50000000,5,250000,yes,no,yes,1971600,0,yes
631,female,company,low risk,yes,West Azerbaijan,annually,365,10640000000,20000000,140000000,5,250000,yes,yes,no,31680220,10,yes
632,male,person,low risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,5582808,0,no
633,male,person,moderate risk,no,Kordestan,annually,365,1520000000,30000000,30000000,10,3000000,no,no,no,1937044,0,no
634,male,person,risky,no,Sistan and Baluchestan,annually,365,12160000000,10000000,80000000,5,250000,no,no,yes,7208000,0,no
635,male,person,low risk,no,Qazvin,annually,365,1520000000,30000000,30000000,5,250000,yes,no,no,3380764,0,yes
636,male,company,moderate risk,no,Semnan,annually,365,4560000000,30000000,90000000,5,250000,no,no,no,4657216,0,no
637,male,person,low risk,no,Hormozgan,annually,365,3040000000,10000000,20000000,5,250000,no,no,no,2836878,0,no
638,male,company,risky,no,Razavi Khorasan,daily,93,4560000000,5000000,15000000,5,250000,no,no,no,1225148,0,no
639,male,person,low risk,no,Qom,annually,365,1520000000,50000000,100000000,5,250000,no,no,no,1869204,0,no
640,male,person,low risk,no,Mazandaran,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2940516,0,yes
641,male,person,moderate risk,no,Ardabil,short term,62,3040000000,10000000,20000000,5,250000,yes,no,no,2291544,0,yes
642,male,company,low risk,no,Kordestan,short term,186,1520000000,50000000,50000000,5,250000,no,no,no,1291464,0,no
643,male,person,low risk,no,Ardabil,annually,365,4000000000,20000000,60000000,5,250000,no,no,no,1930501,0,no
644,male,person,risky,no,North Khorasan,annually,365,4560000000,40000000,120000000,5,250000,no,no,no,7152301,0,no
645,male,person,moderate risk,no,Razavi Khorasan,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,5977800,0,no
646,male,company,risky,yes,Khuzestan,daily,319,3040000000,30000000,150000000,10,500000,no,no,no,32434560,0,no
647,male,person,risky,no,Alborz,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,4319676,0,yes
648,male,person,risky,no,Kermanshah,annually,365,4560000000,25000000,75000000,5,250000,yes,no,no,2927232,0,yes
649,male,person,low risk,no,Lorestan,annually,365,3040000000,10000000,20000000,0,0,no,no,no,1180764,0,no
650,male,person,risky,no,Semnan,short term,31,1520000000,30000000,30000000,5,250000,yes,no,no,2837592,0,yes
651,male,person,moderate risk,no,Razavi Khorasan,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,4670244,30,yes
652,male,company,risky,no,Isfahan,daily,62,4560000000,20000000,60000000,0,0,no,no,no,3428892,0,no
653,male,person,low risk,no,Isfahan,short term,364,3040000000,30000000,60000000,5,250000,yes,no,no,1080000,0,yes
654,male,company,moderate risk,no,Gilan,daily,31,1520000000,20000000,60000000,5,250000,yes,no,no,1080000,0,yes
655,female,person,moderate risk,no,Chaharmahal and Bakhtiari,short term,62,1520000000,20000000,20000000,5,250000,no,no,no,1649052,0,no
656,male,person,risky,no,Khuzestan,daily,31,6080000000,30000000,150000000,5,250000,yes,no,no,2547072,0,yes
657,male,person,moderate risk,yes,Kermanshah,daily,186,7600000000,50000000,250000000,5,250000,no,no,no,3500280,0,no
658,male,company,low risk,no,Isfahan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,6970644,0,no
659,male,person,low risk,no,Kerman,annually,365,3040000000,5000000,100000000,0,0,no,no,no,1923156,0,no
660,male,person,low risk,no,Tehran,annually,365,7600000000,40000000,200000000,5,250000,no,no,no,2253528,0,no
661,male,person,risky,no,Tehran,annually,365,10000000000,30000000,150000000,5,250000,yes,no,no,20691936,0,yes
662,male,person,low risk,no,Isfahan,annually,365,4560000000,20000000,60000000,5,500000,yes,no,no,3179952,0,yes
663,male,person,low risk,no,Kerman,daily,186,1520000000,20000000,20000000,5,250000,no,no,no,1828008,0,no
664,male,person,moderate risk,no,Isfahan,annually,365,3040000000,30000000,60000000,5,250000,yes,no,no,5664816,0,yes
665,male,person,risky,no,Fars,annually,365,3040000000,50000000,100000000,5,250000,no,no,yes,2619541,0,no
666,male,person,low risk,no,Qom,annually,365,1520000000,50000000,50000000,5,250000,yes,no,no,1648296,0,yes
667,male,person,low risk,yes,Isfahan,annually,365,4560000000,20000000,60000000,5,250000,yes,no,no,2058588,0,yes
668,male,person,low risk,no,Tehran,annually,365,4560000000,50000000,150000000,5,250000,yes,no,no,3642624,0,yes
669,male,company,moderate risk,no,Khuzestan,daily,93,4560000000,40000000,200000000,0,0,no,no,no,8575524,0,no
670,male,person,risky,yes,Razavi Khorasan,annually,365,4000000000,10000000,20000000,5,250000,yes,no,yes,4302612,8,yes
671,male,company,risky,no,Isfahan,daily,185,6000000000,20000000,60000000,5,250000,no,no,yes,4840884,0,no
672,male,person,moderate risk,no,South Khorasan,annually,365,3040000000,20000000,40000000,5,250000,no,no,no,3693276,0,no
673,male,person,moderate risk,no,Qom,annually,365,3040000000,30000000,60000000,5,250000,no,no,no,2636496,0,no
674,male,person,low risk,no,Qom,annually,365,7600000000,40000000,160000000,5,250000,yes,no,no,6872364,0,yes
675,male,person,low risk,no,Tehran,annually,365,1520000000,50000000,50000000,5,250000,yes,no,no,1080000,0,yes
676,male,person,low risk,no,Tehran,annually,365,4560000000,20000000,60000000,5,250000,yes,no,no,7799760,0,yes
677,male,person,low risk,no,Isfahan,annually,365,10640000000,20000000,140000000,5,250000,yes,no,no,4400784,0,yes
678,male,person,low risk,no,Tehran,annually,365,4560000000,30000000,90000000,5,250000,yes,no,no,8880840,0,yes
679,male,company,low risk,no,Semnan,annually,365,1520000000,20000000,20000000,5,250000,yes,no,no,1738584,0,yes
680,male,person,moderate risk,no,Tehran,annually,365,3040000000,30000000,60000000,5,250000,no,no,no,9060661,0,no
681,male,person,risky,no,Isfahan,annually,365,1520000000,50000000,50000000,5,500000,no,no,no,3434076,0,no
682,female,person,low risk,no,Isfahan,long term,396,4560000000,20000000,60000000,5,250000,yes,no,no,1837404,0,no
683,male,person,moderate risk,no,Tehran,annually,365,3040000000,20000000,40000000,5,250000,yes,no,no,2489076,0,yes
684,male,person,moderate risk,no,Razavi Khorasan,annually,365,3040000000,10000000,20000000,5,250000,yes,no,no,10096381,0,yes
685,male,person,moderate risk,no,Lorestan,annually,365,4000000000,50000000,100000000,10,500000,no,no,yes,4945428,0,no
686,male,person,moderate risk,no,Markazi,annually,365,4560000000,30000000,90000000,5,250000,yes,no,no,7309440,0,yes
687,male,person,moderate risk,yes,Ilam,annually,365,6080000000,10000000,40000000,5,250000,no,no,no,2557224,0,no
688,male,person,moderate risk,no,Qom,annually,365,1520000000,10000000,40000000,5,250000,no,no,no,2017741,0,no
689,male,company,risky,no,Semnan,daily,186,3040000000,30000000,60000000,5,250000,yes,no,no,3249396,42,yes
690,male,company,risky,yes,Zanjan,annually,365,4000000000,30000000,60000000,5,250000,no,no,no,23863572,0,no
691,male,person,moderate risk,no,Gilan,short term,31,1520000000,10000000,20000000,5,250000,no,no,no,1091448,0,no
692,male,person,moderate risk,no,Lorestan,annually,365,4560000000,20000000,60000000,0,0,yes,no,no,2694384,0,yes
693,male,person,risky,no,Isfahan,annually,365,1520000000,50000000,50000000,5,250000,no,no,no,2927124,0,no
694,male,person,moderate risk,no,Hamedan,annually,365,1520000000,50000000,50000000,0,0,no,no,no,3881628,0,no
695,female,company,low risk,no,Isfahan,annually,365,4000000000,50000000,100000000,5,250000,no,no,yes,4192128,0,no
696,male,company,risky,no,Khuzestan,daily,155,3040000000,30000000,60000000,0,0,no,no,no,6122844,0,no
697,male,company,risky,no,Markazi,daily,31,8000000000,20000000,80000000,10,500000,no,no,no,1411560,0,no
698,male,person,low risk,yes,Qom,annually,365,1520000000,40000000,80000000,5,250000,no,no,no,2896884,0,no
699,male,person,moderate risk,no,Tehran,annually,365,10000000000,50000000,250000000,5,250000,yes,no,no,12527461,0,yes
700,male,company,moderate risk,no,Markazi,daily,62,3040000000,30000000,60000000,5,250000,no,no,no,2224800,0,no
701,male,person,low risk,no,Tehran,annually,365,1520000000,10000000,10000000,5,250000,no,no,no,2600316,0,no
702,male,company,low risk,no,Razavi Khorasan,annually,365,4560000000,10000000,30000000,5,250000,no,no,no,4662684,0,no
703,male,person,moderate risk,yes,Razavi Khorasan,annually,365,2000000000,20000000,20000000,5,250000,no,no,no,1785348,0,no
704,male,person,low risk,no,Tehran,annually,365,3040000000,30000000,60000000,5,250000,no,no,no,5533488,0,no
705,male,person,low risk,no,Tehran,annually,365,3040000000,30000000,60000000,5,250000,no,no,no,6256008,0,no
706,male,person,low risk,no,Qom,annually,365,2000000000,40000000,80000000,5,250000,no,no,no,2811564,0,no
707,male,person,low risk,no,Qom,annually,365,4000000000,40000000,120000000,5,250000,no,no,no,3888432,0,no
708,male,person,low risk,no,Isfahan,annually,365,4000000000,10000000,20000000,10,10,yes,no,no,4045680,0,yes
709,male,person,low risk,no,Qom,annually,365,2000000000,40000000,80000000,5,250000,no,no,no,3115044,0,no
710,male,person,moderate risk,no,Markazi,daily,31,4000000000,50000000,100000000,10,500000,no,no,no,1080000,0,no
711,male,company,risky,no,Fars,annually,365,4000000000,40000000,80000000,5,250000,no,no,yes,10000000,0,no
712,male,company,risky,no,Fars,annually,365,4000000000,40000000,80000000,5,250000,no,no,yes,10000000,0,no
713,male,person,moderate risk,no,Mazandaran,daily,62,4000000000,20000000,40000000,5,250000,no,no,no,1080000,0,no
714,male,company,low risk,no,Gilan,annually,365,6000000000,40000000,120000000,5,250000,no,no,no,9075456,0,no
715,male,person,moderate risk,no,Tehran,annually,365,4000000000,30000000,60000000,5,250000,yes,no,no,5940432,0,yes
716,male,person,low risk,no,Tehran,short term,31,2000000000,40000000,40000000,5,250000,no,no,no,4097520,0,no
717,male,person,low risk,no,Kerman,annually,365,6000000000,100000000,300000000,5,250000,no,no,no,4107672,0,no
718,male,company,low risk,yes,Khuzestan,daily,295,6000000000,30000000,90000000,10,500000,no,no,yes,10902816,0,no
719,female,company,low risk,no,Kerman,annually,365,10000000000,10000000,50000000,5,250000,no,no,yes,154999999,0,no
720,male,person,moderate risk,no,Markazi,annually,365,4000000000,30000000,60000000,10,500000,no,no,yes,4999999,0,no
721,male,person,moderate risk,yes,Mazandaran,daily,185,4000000000,20000000,40000000,5,250000,no,no,yes,2595240,0,no
722,male,person,risky,no,Hormozgan,annually,365,4000000000,5000000,10000000,5,250000,no,no,no,6805728,0,no
723,male,person,low risk,no,Qom,annually,365,4000000000,50000000,150000000,5,250000,no,no,no,3806784,0,no
724,male,person,low risk,no,Qom,annually,365,4000000000,50000000,150000000,5,250000,no,no,no,2981341,0,no
725,female,person,low risk,no,Isfahan,annually,365,6000000000,20000000,60000000,5,25,yes,no,yes,1654236,0,yes
726,male,person,low risk,no,Qom,annually,365,4000000000,50000000,150000000,5,250000,no,no,no,3390552,0,no
727,male,person,low risk,no,Isfahan,annually,365,6000000000,10000000,30000000,5,250000,yes,no,no,3614004,0,yes
728,male,person,risky,no,Lorestan,annually,365,2000000000,50000000,50000000,0,0,no,no,yes,2394792,0,no
729,male,company,moderate risk,no,Hormozgan,annually,365,4000000000,15000000,30000000,5,250000,yes,no,yes,7058988,0,yes
730,female,person,low risk,no,Isfahan,annually,365,10000000000,20000000,100000000,5,25,yes,no,no,1193832,0,yes
